Transaction_ID,Transaction_Date,Area,Property_Type,Property_Sub_Type,Property_Size_SqM,Transaction_Amount_AED,Rooms,Parking_Spaces,Transaction_Type,Source_Channel
DXB-100596,2026-02-03,Dubai Hills Estate,Villa,5 BR,103.4,1526887.0,5.0,0,Sale,Developer
DXB-100982,2025-10-18,Arabian Ranches,Townhouse ,2 BR,96.1,1284164.0,2.0,0,Sale,Broker
DXB-100002,2025-05-25,Bur Dubai,Penthouse,4 BR,25.0,500664.0,4.0,2,Sale,DLD
DXB-100947,2024-01-10,Dubai Hills Estate,Penthouse,3 BR,84.0,3599640.0,3.0,2,Sale,Developer
DXB-100467,2025-08-07,Business Bay,Hotel Apartment,1 BR,136.9,1467343.0,1.0,1,Sale,DLD
DXB-101269,2023-07-27,Al Barsha,Apartment,2 BR,148.0,2756541.0,2.0,1,Sale,Broker
DXB-101241,2024-04-04,Jumeirah Lake Towers,Apartment,2 BR,61.0,1058321.0,2.0,2,Mortgage,DLD
DXB-100594,2024-03-07,Business Bay,Apartment,1 BR,53.1,1052423.0,1.0,2,Mortgage,DLD
DXB-100116,2024-01-04,International City,Townhouse,2 BR,240.6,1988903.0,2.0,2,Sale,DLD
DXB-100956,2025-12-11,Al Barsha,town house,2 BR,73.8,1171383.0,2.0,1,Sale,Broker
DXB-100849,05-09-2026,Business Bay,Hotel Apartment,1 BR,65.4,1098460.0,1.0,2,Sale,Developer
DXB-101419,2024-11-07,Downtown Dubai,Hotel Apartment,2 BR,115.5,4044538.0,2.0,3,Mortgage,Developer
DXB-100619,2026-03-20,Downtown Dubai ,Apartment ,Studio,194.1,6898062.0,0.0,2,Sale,DLD
DXB-100610,2023-07-04,Dubai Silicon Oasis,Villa,5 BR,137.3,1121261.0,5.0,1,Sale,Developer
DXB-101480,2025-10-29,Al Barsha,Apartment,2 BR,72.7,1132529.0,2.0,3,Sale,DLD
DXB-101499,2025-01-17,Dubai Hills Estate,Villa,3 BR,147.1,3859830.0,3.0,3,Sale,Broker
DXB-100565,2024-11-11,Business Bay,Villa,5 BR,96.8,2332979.0,5.0,1,Sale,DLD
DXB-101477,2024-11-02,Dubai Hills Estate,Hotel Apartment,Studio,241.2,8900842.0,0.0,1,Mortgage,DLD
DXB-100832,2024-03-20,Deira,Apartment,1 BR,209.2,2383404.0,1.0,1,Mortgage,DLD
DXB-100316,2024-08-10,International City,apartment,3 BR,121.8,678720.0,3.0,3,Sale,DLD
DXB-100153,2024-04-24,Jumeirah,Villa,3 BR,58.0,1893418.0,3.0,2,Sale,DLD
DXB-100628,2024-07-14,Deira,Villa,5 BR,117.0,1889789.0,5.0,2,Sale,DLD
DXB-100968,2023-06-22,Dubai Silicon Oasis,Villa,5 BR,158.3,2790757.0,5.0,0,Sale,DLD
DXB-100304,2023-11-01,Downtown Dubai,Penthouse,4 BR,165.3,7626609.0,4.0,3,Sale,DLD
DXB-100128,2025-07-14,Al Barsha,Apartment,3 BR,122.7,1622953.0,3.0,1,Sale,DLD
DXB-100787,2026-03-05,Dubai Marina,apartment,3 BR,112.8,3125322.0,3.0,0,Sale,Developer
DXB-100615,2025-10-05,Palm Jumeirah,Townhouse,2 BR,72.4,2461201.0,2.0,1,Mortgage,DLD
DXB-100295,2023-07-15,Jumeirah,Hotel Apartment,Studio,154.2,"AED 4,537,534",0.0,3,Sale,DLD
DXB-100587,2025-07-29,Arabian Ranches,Apartment,Studio,73.7,1282789.0,0.0,2,Sale,Broker
DXB-100040,28-Jul-2024,Dubai Hills Estate,Apartment,2 BR,79.7,2366091.0,2.0,2,Sale,DLD
DXB-100319,2023-04-11,Dubai Marina,Hotel Apartment,2 BR,50.8,1390371.0,2.0,2,Sale,Broker
DXB-101459,2025-10-31,International City,Apartment,3 BR,60.9,904107.0,3.0,3,Sale,DLD
DXB-100360,2026-08-14,Mirdif,Hotel Apartment,Studio,149.1,2036725.0,0.0,3,Sale,DLD
DXB-100177,2026-04-08,jlt,Hotel Apartment,1 BR,125.1,2615843.0,1.0,2,Mortgage,Broker
DXB-100123,2023-09-13,International City,Apartment,Studio,86.2,930123.0,0.0,1,Sale,DLD
DXB-100124,2026-03-08,Palm Jumeirah,APARTMENT,1 BR,84.7,3061509.0,1.0,3,Sale,DLD
DXB-101390,2023-04-29,Jumeirah village circle,Hotel Apartment,2 BR,117.2,1686374.0,2.0,2,Sale,DLD
DXB-100887,2024-02-12,JVC,Apartment,3 BR,186.3,3069918.0,3.0,1,Mortgage,Developer
DXB-100971,2024-04-17,Bur Dubai,Apartment,1 BR,45.1,584631.0,1.0,1,Sale,DLD
DXB-100670,2024-06-13,Jumeirah village circle,APARTMENT,2 BR,245.2,3325966.0,2.0,1,Sale,Broker
DXB-101020,2025-01-26,Downtown Dubai,Penthouse,3 BR,87.9,"AED 2,458,563",3.0,0, Sale ,DLD
DXB-100988,2024-01-30,Palm Jumeirah,Apartment,3 BR,92.4,"AED 2,096,000",3.0,0,Sale,DLD
DXB-101031,2025-07-16,Al Barsha,Villa,6 BR,96.4,1358067.0,6.0,1,Mortgage,Developer
DXB-100654,2023-04-21,Arabian Ranches,Penthouse,4 BR,122.9,2926189.0,4.0,3,Sale,DLD
DXB-100668,2024-07-18,Palm Jumeirah,apartment,1 BR,415.6,18872485.0,1.0,3,Mortgage,Broker
DXB-101077,2026-08-12,International City,Apartment,3 BR,134.1,"AED 1,461,134",3.0,0,Sale,DLD
DXB-101336,2026-07-09,Jumeirah,Apartment,3 BR,99.4,"AED 2,598,490",3.0,0,Sale,DLD
DXB-100888,2023-03-29,Jumeirah Village Circle,Apartment,1 BR,216.5,1879585.0,1.0,1,Sale,DLD
DXB-101290,2023-01-29,Downtown Dubai,APT,2 BR,57.1,2859543.0,,3,Sale,Broker
DXB-101039,2024-04-12,Dubai Hills Estate,Apartment ,3 BR,125.1,-1000000,3.0,2,Sale,DLD
DXB-101274,2023-04-17,dubai marina,Apartment,1 BR,179.2,4466165.0,1.0,2,Sale,DLD
DXB-100396,04-03-2023,Palm Jumeirah,Townhouse,4 BR,95.2,1708536.0,4.0,2,Sale,DLD
DXB-100763,2025-08-27,International City,apartment,1 BR,74.8,753719.0,1.0,0,Mortgage,Developer
DXB-100195,2024-07-27,Jumeirah Village Circle ,Apartment,3 BR,73.7,854119.0,3.0,2,Sale,Broker
DXB-101176,2026-06-05,Jumeirah Lake Towers,APT,2 BR,111.8,2361055.0,2.0,2,Mortgage,Developer
DXB-100870,2023-01-14,Dubai-Marina,Townhouse,4 BR,129.8,3980005.0,4.0,1,Sale,Broker
DXB-100363,2023-05-29,Deira,Apartment,2 BR,140.2,"AED 1,783,957",2.0,0,Sale,DLD
DXB-100671,2025-10-12,Downtown Dubai ,villa,4 BR,114.3,3700834.0,4.0,1,Sale,Developer
DXB-100257,2023-07-17,Jumeirah Village Circle,Apartment,Studio,50.3,901684.0,0.0,2,Sale,DLD
DXB-100578,2026-04-22,Bur Dubai,Penthouse,4 BR,51.1,576086.0,4.0,2,Sale,Developer
DXB-100525,2023-07-22,Business Bay,Apartment,Studio,97.0,2313548.0,0.0,0,Sale,DLD
DXB-100541,2026-07-02,Dubai Silicon Oasis,VILLA,3 BR,53.5,708385.0,3.0,1,Sale,DLD
DXB-100447,2026-07-16,Dubai Silicon Oasis,Villa,5 BR,124.5,"AED 1,604,439",5.0,1,Sale,DLD
DXB-100262,2023-04-16,Jumeirah,Apartment,Studio,196.8,5406944.0,0.0,3,Mortgage,DLD
DXB-100597,2024-01-16,Dubai Silicon Oasis,Villa,4 BR,259.5,4990993.0,4.0,1,Sale,DLD
DXB-101104,2024-05-11,Downtown Dubai,Apartment,2 BR,108.9,1359686.0,2.0,1,Sale,Developer
DXB-101054,22/05/2024,Dubai Marina,APARTMENT,2 BR,140.0,2595695.0,2.0,2,Sale,Developer
DXB-101005,2026-07-21,Mirdif,Apartment,3 BR,114.1,1598217.0,3.0,1,Sale,DLD
DXB-101316,2024-09-11,Mirdif,Villa,4 BR,246.2,3550275.0,4.0,1,Mortgage,DLD
DXB-100080,2024-09-24,Palm Jumeirah,Villa,3 BR,117.4,3555572.0,3.0,1,Mortgage,DLD
DXB-101198,2023-02-28,Mirdif,Apartment,2 BR,72.1,1289351.0,2.0,1,Sale,DLD
DXB-100015,22-Apr-2023,Palm Jumeirah,Apartment,3 BR,0.0,-500000,3.0,3,Mortgage,DLD
DXB-101393,2024-09-14,Downtown Dubai,APT,1 BR,195.3,6763876.0,1.0,1,Sale,DLD
DXB-100916,2024-11-02,downtown dubai,APARTMENT,1 BR,70.4,1949512.0,1.0,0,Sale,DLD
DXB-100837,2026-02-09,Dubai Silicon Oasis,Hotel Apartment,1 BR,86.3,"AED 1,471,402",1.0,1,Sale,DLD
DXB-100917,2024-08-23,Deira,APT,Studio,152.2,"AED 1,529,298",0.0,3,Mortgage,DLD
DXB-100065,2024-05-07,Dubai Silicon Oasis,Villa,4 BR,172.6,2727047.0,4.0,0,Mortgage,Developer
DXB-101066,2024-02-12,Deira,Apartment,Studio,55.2,521751.0,0.0,1,Sale,DLD
DXB-100666,2023-06-24,Dubai Silicon Oasis,TOWNHOUSE,4 BR,237.0,2401014.0,4.0,0,Mortgage,DLD
DXB-100515,2024-09-20,Mirdif,Apartment,3 BR,81.8,0,3.0,0,Sale,DLD
DXB-101228,2025-02-27,Dubai Hills Estate,Hotel Apartment,1 BR,53.0,"AED 1,475,863",1.0,1,Mortgage,Developer
DXB-100058,2026-03-28,Dubai Hills Estate,Apartment,3 BR,269.1,5062133.0,3.0,0,Sale,DLD
DXB-100401,2023-10-09,Bur Dubai,Hotel Apartment,1 BR,113.4,894007.0,1.0,2,Mortgage,Broker
DXB-100088,2023-11-04,Business Bay,Apartment,2 BR,251.1,5611460.0,2.0,2,Sale,DLD
DXB-100053,2026-02-05,Dubai Hills Estate,Villa,5 BR,123.4,4908614.0,5.0,2,Mortgage,DLD
DXB-100025,2024-04-11,International City,Apartment,1 BR,121.7,1031407.0,1.0,3,Mortgage,DLD
DXB-101468,2025-10-15,Bur Dubai,Villa,3 BR,85.1,1099675.0,3.0,3,Sale,DLD
DXB-100254,2024-10-21,Business Bay,Apartment,Studio,73.9,955920.0,0.0,3,Mortgage,DLD
DXB-101288,29-Jan-2026,Jumeirah,Apartment,2 BR,148.2,4479021.0,2.0,1,Sale,DLD
DXB-101168,2024-07-15,Al Barsha,Townhouse,4 BR,120.8,2744290.0,4.0,3,Sale,DLD
DXB-101460,18/10/2025,Downtown Dubai,TOWNHOUSE,2 BR,66.2,2514772.0,2.0,0,Mortgage,Broker
DXB-100017,2023-05-09,Business Bay,Apartment,Studio,99999.0,966547.0,0.0,1,Mortgage,DLD
DXB-100686,2025-04-02,Downtown Dubai,apartment,3 BR,95.0,3083848.0,3.0,1,Mortgage,Broker
DXB-100703,2024-06-12,Bur Dubai,Penthouse,4 BR,95.1,1733871.0,4.0,3,Sale,Broker
DXB-100996,2024-04-24,Dubai Marina,VILLA,6 BR,72.6,2952783.0,6.0,3,Mortgage,DLD
DXB-100978,2026-05-31,Dubai Silicon Oasis,Apartment,Studio,416.7,7138251.0,0.0,2,Mortgage,Broker
DXB-101249,2023-11-10,Dubai Hills Estate,Hotel Apartment,Studio,50.4,1197129.0,0.0,0,Mortgage,DLD
DXB-101049,2023-01-24,Palm Jumeirah,Apartment,3 BR,90.3,2937792.0,3.0,0,Sale,DLD
DXB-101071,2023-12-10,Jumeirah,Villa,5 BR,241.4,7125484.0,5.0,3,Sale,DLD
DXB-100412,2025-10-10,Business Bay,Apartment,Studio,96.8,2438664.0,0.0,1,Sale,Developer
DXB-100973,2023-06-08,Business Bay,Hotel Apartment,Studio,45.7,616768.0,0.0,1,Sale,Broker
DXB-100096,2026-08-15,jvc,apartment,3 BR,127.8,2436441.0,3.0,0,Mortgage,DLD
DXB-100957,2023-08-03,Jumeirah,Apartment,1 BR,56.3,1987828.0,1.0,2,Mortgage,DLD
DXB-100070,2024-11-22,Palm Jumeirah,Apartment,2 BR,46.9,1822311.0,2.0,3,Sale,DLD
DXB-100481,2024-12-12,Business Bay,Apartment,3 BR,59.8,1608233.0,,2, Sale ,DLD
DXB-100881,09-06-2025,Business Bay,Villa,6 BR,206.8,4890346.0,6.0,1,Mortgage,DLD
DXB-101169,2024-03-21,Arabian Ranches,Apartment,2 BR,71.7,"AED 1,793,743",2.0,3,Sale,Broker
DXB-101408,2024-01-08,Business Bay,Penthouse,4 BR,203.8,5297110.0,4.0,2,Sale,DLD
DXB-100137,2025-03-30,Al Barsha,Apartment,1 BR,176.4,2784391.0,1.0,0,Sale,DLD
DXB-100249,2024-11-08,Dubai Hills Estate,Apartment,1 BR,74.3,1524181.0,1.0,2,Sale,DLD
DXB-100970,2024-09-24,Al Barsha,APARTMENT,2 BR,96.8,1570103.0,2.0,2,Mortgage,DLD
DXB-101418,2023-04-25,Arabian Ranches,Penthouse,4 BR,58.5,2163461.0,4.0,2,Sale,Developer
DXB-100099,2024-03-01,Jumeirah Lake Towers,Hotel Apartment,2 BR,55.9,1652849.0,2.0,2,Sale,Developer
DXB-100776,26-Feb-2023,Al Barsha,Villa,3 BR,94.3,1170071.0,3.0,2,Mortgage,DLD
DXB-100294,2023-03-04,Jumeirah Village Circle,Townhouse,3 BR,106.2,1151634.0,3.0,3,Sale,Developer
DXB-100625,2026-07-31,Jumeirah,Apartment,2 BR,151.4,3884783.0,2.0,2,Mortgage,DLD
DXB-100223,2023-12-18,Jumeirah,Hotel Apartment,Studio,477.9,10185440.0,0.0,2,Sale,DLD
DXB-100154,2026-06-05,Downtown Dubai ,apartment,Studio,66.8,2563361.0,0.0,3,Sale,DLD
DXB-100502,2025-09-27,Jumeirah Lake Towers,Hotel Apartment,1 BR,146.8,2495867.0,1.0,1,Mortgage,DLD
DXB-100456,2024-03-29,Jumeirah,Hotel Apartment,Studio,83.0,2924938.0,0.0,0,Sale,Developer
DXB-101085,2023-11-24,,Townhouse,4 BR,92.2,"AED 1,153,001",4.0,3,Sale,DLD
DXB-100548,2026-05-05,JLT,Townhouse,2 BR,179.3,"AED 3,732,399",2.0,3,Mortgage,Broker
DXB-101078,2025-08-26,Business Bay,Villa,4 BR,126.6,3023026.0,,0,Sale,DLD
DXB-100939,2026-02-06,Al Barsha,apartment,2 BR,84.0,1338472.0,2.0,3,Sale,DLD
DXB-100657,2023-09-18,Bur Dubai,Apartment,Studio,107.0,1409435.0,0.0,3,Sale,DLD
DXB-101243,2023-06-14,Dubai Marina,Apartment ,1 BR,137.8,1824798.0,1.0,1,Mortgage,DLD
DXB-101137,2025-04-21,Business Bay,Apartment ,1 BR,97.4,2451966.0,1.0,3,Sale,DLD
DXB-100522,2025-01-21,Deira,APARTMENT,2 BR,69.0,1224074.0,2.0,0,Sale,Broker
DXB-100167,2026-06-01,jlt,Townhouse,2 BR,62.9,1479990.0,2.0,1,Mortgage,DLD
DXB-100673,2024-08-04,Dubai-Marina,Villa,4 BR,44.4,1404477.0,4.0,2,Sale,DLD
DXB-100780,2024-04-24,dubai marina,Apartment,2 BR,114.9,2302794.0,2.0,3,Sale,Broker
DXB-101310,2024-12-31,Al Barsha,Apartment,2 BR,72.7,1370207.0,2.0,1,Sale,DLD
DXB-100023,20-Nov-2023,Jumeirah Village Circle ,Penthouse,4 BR,147.3,2357894.0,4.0,2,Sale,Developer
DXB-100600,2024-04-29,,Apartment,2 BR,133.4,"AED 4,265,192",2.0,3,Sale,DLD
DXB-100199,2026-08-19,Business Bay,Apartment,Studio,113.1,1816487.0,0.0,0,Sale,DLD
DXB-100789,2024-06-21,Jumeirah Lake Towers,villa,4 BR,183.9,5349909.0,4.0,0,Mortgage,DLD
DXB-100245,2024-09-07,Deira,Penthouse,2 BR,155.2,1875577.0,2.0,2,Sale,DLD
DXB-101153,2025-06-15,Mirdif,Apartment,1 BR,70.1,780327.0,1.0,1,Sale,DLD
DXB-101164,2024-12-26,Arabian Ranches,Apartment,2 BR,172.4,3057069.0,2.0,3,Sale,DLD
DXB-101129,2023-02-01,Palm Jumeirah,Hotel Apartment,Studio,99999.0,2987984.0,0.0,1,Sale,DLD
DXB-100143,2024-03-12,Dubai Silicon Oasis,Villa,3 BR,109.4,,3.0,0,Sale,DLD
DXB-100419,2025-01-20,Jumeirah Lake Towers,Hotel Apartment,1 BR,173.1,5332772.0,1.0,2,Sale,DLD
DXB-100377,2024-08-29,,Apartment,1 BR,83.2,1096382.0,1.0,0,Sale,Broker
DXB-100697,2023-04-18,Palm Jumeirah,Villa,6 BR,164.0,4679837.0,6.0,1,Mortgage,DLD
DXB-100585,2025-01-11,Business Bay,villa,4 BR,110.7,1850860.0,4.0,0,Sale,Broker
DXB-101181,2025-12-15,Dubai Hills Estate,Apartment,3 BR,70.5,2043352.0,3.0,0,Sale,DLD
DXB-100950,2024-04-21,Dubai Hills Estate,APARTMENT,1 BR,217.0,5773199.0,1.0,3,Mortgage,Developer
DXB-100822,2023-01-19,Dubai Silicon Oasis,Apartment,2 BR,83.7,744232.0,2.0,2,Mortgage,Broker
DXB-100225,2025-04-14,Jumeirah,Hotel Apartment,1 BR,49.3,1133438.0,1.0,0,Mortgage,DLD
DXB-100857,2025-11-01,Dubai-Marina,Penthouse,4 BR,84.6,2878290.0,4.0,2,Sale,DLD
DXB-100520,2023-12-22,Deira,Penthouse,4 BR,163.5,1406189.0,4.0,0,Sale,DLD
DXB-100271,2025-10-01,Palm Jumeirah,Apartment,3 BR,139.2,5327897.0,3.0,0,Sale,Broker
DXB-101382,2024-04-26,Dubai Hills Estate,Apartment,3 BR,106.8,2327210.0,3.0,1,Sale,DLD
DXB-101127,31-May-2024,Downtown Dubai,Villa,3 BR,125.8,5675820.0,3.0,0,Sale,DLD
DXB-100736,2026-02-15,Dubai Hills Estate,Apartment ,2 BR,118.5,4486185.0,2.0,1,Sale,DLD
DXB-100726,2023-11-24,Downtown Dubai,APT,1 BR,110.2,1447172.0,1.0,2,Sale,Broker
DXB-100436,2025-05-11,Jumeirah Lake Towers,APARTMENT,3 BR,117.8,2279685.0,3.0,0, Sale ,DLD
DXB-100643,2023-07-28,Al Barsha,Apartment ,2 BR,132.5,2369424.0,2.0,3,Mortgage,DLD
DXB-100480,2023-03-30,Jumeirah,Apartment,3 BR,90.3,"AED 1,656,433",3.0,3,Sale,DLD
DXB-100248,2023-03-11,Jumeirah Village Circle,Apartment,3 BR,48.2,"AED 693,799",3.0,3,Mortgage,DLD
DXB-100821,2023-12-07,Dubai Marina,Villa,6 BR,97.0,3002559.0,6.0,1, Mortgage ,Broker
DXB-101256,2024-04-02,Jumeirah Lake Towers ,TOWNHOUSE,2 BR,353.2,5439025.0,2.0,2,Sale,DLD
DXB-100664,2024-09-02,Al Barsha,Apartment,1 BR,80.3,2052702.0,1.0,1,Sale,DLD
DXB-100305,2024-08-28,Business Bay,Apartment,3 BR,181.3,,3.0,3,Sale,DLD
DXB-101133,03/10/2023,,Villa ,4 BR,69.9,1738850.0,4.0,0,Sale,DLD
DXB-100847,2025-02-24,Dubai Hills Estate,Villa,4 BR,135.1,2335201.0,4.0,2,Mortgage,DLD
DXB-100376,2025-08-22,Al Barsha,Hotel Apartment,1 BR,86.1,1481624.0,1.0,2,Mortgage,Broker
DXB-100301,2024-10-12,Business Bay,Apartment,2 BR,84.2,1573729.0,2.0,3, Mortgage ,DLD
DXB-101170,16-Aug-2025,Dubai Hills Estate,APARTMENT,1 BR,304.2,8091473.0,1.0,1,Sale,DLD
DXB-100213,2025-12-22,Mirdif,town house,3 BR,174.1,2334337.0,,2,Sale,DLD
DXB-101165,2025-11-21,Arabian Ranches,Penthouse,3 BR,139.8,"AED 4,370,935",3.0,2,Sale,DLD
DXB-101287,2024-08-24,,Apartment,2 BR,268.4,3259846.0,2.0,2,Sale,Broker
DXB-100362,2026-01-10,Dubai Marina,Apartment ,3 BR,3500.0,85000000,3.0,0,Sale,DLD
DXB-101089,2025-12-18,Mirdif,APARTMENT,3 BR,52.1,539149.0,3.0,1,Sale,Developer
DXB-101142,2024-02-06,Jumeirah Village Circle,Townhouse,4 BR,69.9,1009189.0,4.0,2,Sale,DLD
DXB-100101,2023-11-25,Downtown Dubai,Villa,6 BR,-25.0,6417414.0,6.0,0,Mortgage,DLD
DXB-100020,2024-11-28,Dubai Hills Estate,Townhouse,4 BR,27.6,"AED 775,716",4.0,1,Sale,DLD
DXB-100022,2023-05-27,Dubai Hills Estate,Hotel Apartment,1 BR,62.8,2665508.0,1.0,0,Sale,DLD
DXB-101008,2024-04-16,Jumeirah Village Circle,Villa ,5 BR,93.0,1002344.0,5.0,2,Mortgage,Broker
DXB-100685,21-Mar-2026,JVC,Apartment,2 BR,133.2,1539210.0,2.0,2,Sale,DLD
DXB-100542,2024-07-16,Downtown Dubai,Townhouse,3 BR,153.8,3806984.0,3.0,1,Sale,DLD
DXB-100236,2025-10-27,Dubai Hills Estate,APARTMENT,Studio,57.2,"AED 1,116,485",0.0,3,Sale,DLD
DXB-100827,2026-08-20,Dubai Silicon Oasis,APARTMENT,Studio,86.1,1261810.0,0.0,3,Mortgage,DLD
DXB-100799,2023-03-02,dubai marina,Villa,6 BR,525.8,11763030.0,6.0,0,Sale,DLD
DXB-100171,2025-01-22,Mirdif,Apartment,2 BR,105.8,1331516.0,2.0,2,Sale,DLD
DXB-100472,2023-02-25,Jumeirah,APARTMENT,3 BR,55.4,1829073.0,,0,Sale,DLD
DXB-101258,2026-04-07,International City,Apartment,2 BR,172.8,"AED 1,560,297",2.0,1,Sale,DLD
DXB-100498,2024-05-16,downtown dubai,apartment,2 BR,237.9,5125223.0,2.0,1,Mortgage,DLD
DXB-100738,25-Jan-2023,Arabian Ranches,Apartment,3 BR,146.9,3100026.0,3.0,1, Sale ,Developer
DXB-100562,2024-07-17,Palm Jumeirah,Townhouse,3 BR,107.4,4637957.0,3.0,3,Mortgage,DLD
DXB-100769,2023-10-29,Dubai Hills Estate,Villa,5 BR,73.1,1564905.0,5.0,2,Sale,DLD
DXB-100861,2026-06-16,International City,Townhouse ,4 BR,,520265.0,4.0,1,Mortgage,DLD
DXB-100906,2023-11-08,Arabian Ranches,apartment,2 BR,100.2,2776511.0,2.0,1,Mortgage,Developer
DXB-101232,2023-09-15,International City,APARTMENT,3 BR,130.0,1256273.0,3.0,3,Mortgage,Broker
DXB-100994,2023-12-25,Al Barsha,Hotel Apartment,2 BR,50.3,901811.0,2.0,3,Sale,DLD
DXB-100317,2024-04-16,Dubai Hills Estate,Villa,4 BR,206.9,7034159.0,4.0,1,Sale, DLD 
DXB-100637,2025-03-15,Al Barsha,Villa,5 BR,163.9,2688443.0,5.0,3,Sale,Broker
DXB-100367,2023-11-25,Jumeirah Lake Towers ,VILLA,4 BR,148.8,3254594.0,4.0,2,Sale,DLD
DXB-100603,2026-03-18,International City,Villa,4 BR,184.1,2469612.0,4.0,1,Sale,DLD
DXB-100853,2025-02-14,Dubai Hills Estate,Hotel Apartment,1 BR,91.7,1838088.0,1.0,3,Sale,DLD
DXB-100299,2023-06-01,Deira,Villa,5 BR,60.9,1278655.0,5.0,0,Sale,DLD
DXB-101215,2026-01-08,Mirdif,Apartment,1 BR,103.1,804052.0,1.0,0,Mortgage,Broker
DXB-100048,2024-12-18,Jumeirah Village Circle,Villa,5 BR,257.2,4109231.0,5.0,1,Sale,Developer
DXB-101414,28/01/2024,Al Barsha,Apartment,2 BR,31.8,701404.0,2.0,2,Mortgage,DLD
DXB-100259,2025-06-25,Palm Jumeirah,villa,5 BR,,4581034.0,5.0,1,Sale,Broker
DXB-100147,2025-09-08,Deira,apartment,Studio,85.1,907778.0,0.0,3,Sale,Broker
DXB-100134,2024-09-13,Arabian Ranches,Villa,3 BR,139.7,3625343.0,3.0,3,Sale, Developer 
DXB-100756,12-21-2023,International City,Apartment,Studio,231.0,1689557.0,0.0,3,Sale,Broker
DXB-101351,2023-12-29,Dubai Silicon Oasis,Townhouse,3 BR,,1176732.0,3.0,2,Mortgage,Broker
DXB-100991,13/12/2024,Jumeirah,Townhouse,4 BR,110.7,3453097.0,4.0,0,Sale,Developer
DXB-100378,2024-05-10,Deira,Apartment,2 BR,157.0,1659325.0,2.0,3,Mortgage,DLD
DXB-100875,2025-10-04,International City,Penthouse,4 BR,104.1,1861204.0,4.0,0,Sale,Developer
DXB-100980,2025-08-19,Palm Jumeirah,Hotel Apartment,2 BR,53.2,2293100.0,2.0,3,Sale,DLD
DXB-100193,2024-06-09,Jumeirah Village Circle,Townhouse,4 BR,107.4,1369630.0,4.0,1,Sale,Developer
DXB-100407,2023-03-21,International City,Townhouse,4 BR,90.8,988102.0,4.0,3,Mortgage,DLD
DXB-101303,2024-01-04,dubai marina,Apartment,3 BR,123.0,3080403.0,3.0,1,Sale,DLD
DXB-100607,2024-09-11,Arabian Ranches,Apartment,3 BR,121.2,2621540.0,3.0,1,Sale,DLD
DXB-100030,2023-03-10,Arabian Ranches,TOWNHOUSE,2 BR,73.3,1406021.0,2.0,2,Mortgage,DLD
DXB-100003,2024-04-24,Mirdif,Villa,6 BR,41.6,554454.0,6.0,3,Sale,DLD
DXB-100136,2023-12-22,Dubai Silicon Oasis,Hotel Apartment,2 BR,69.1,1075002.0,2.0,0,Sale,DLD
DXB-100580,2025-04-17,Bur Dubai,Apartment,1 BR,198.7,3450179.0,1.0,2,Mortgage,DLD
DXB-100482,2024-04-13,Jumeirah,Villa,3 BR,114.0,3388221.0,3.0,2,Sale,DLD
DXB-100392,2025-04-05,Jumeirah,Villa,3 BR,128.5,3118400.0,3.0,3,Sale,DLD
DXB-100115,2023-12-19,Al Barsha,Penthouse,3 BR,179.3,4055258.0,3.0,3,Sale,DLD
DXB-101074,2023-08-10,Jumeirah Lake Towers,Penthouse,4 BR,142.4,2520326.0,4.0,1,Sale,DLD
DXB-101346,2023-05-31,Dubai Marina,Apartment ,Studio,64.9,1241505.0,0.0,1,Sale,DLD
DXB-101190,2023-11-25,Palm Jumeirah,Apartment,1 BR,133.8,2507350.0,1.0,2,Mortgage,DLD
DXB-100806,2024-07-19,Downtown Dubai,Villa ,4 BR,84.7,2591495.0,4.0,3,Sale,DLD
DXB-101431,2024-03-13,Downtown Dubai ,VILLA,5 BR,33.0,897991.0,5.0,1,Sale,DLD
DXB-101343,2024-12-05,Business Bay,Villa,3 BR,167.6,4106178.0,3.0,2,Mortgage,Broker
DXB-100077,2024-07-05,Deira,villa,3 BR,402.6,5061659.0,3.0,2,Sale,Developer
DXB-100278,2024-01-05,Mirdif,Penthouse,2 BR,106.3,1599031.0,2.0,3,Sale,Broker
DXB-100972,2023-05-27,Downtown Dubai,Apartment,3 BR,422.2,15182888.0,3.0,0,Mortgage,Developer
DXB-100718,2025-05-11,Arabian Ranches,Villa,3 BR,126.6,3079229.0,3.0,0,Sale,DLD
DXB-100764,2025-12-18,Palm Jumeirah,Hotel Apartment,2 BR,100.4,2484042.0,2.0,3,Sale,DLD
DXB-101275,24/04/2025,Jumeirah,Apartment,3 BR,203.8,5349838.0,3.0,3,Sale,DLD
DXB-100696,2023-12-14,Jumeirah Lake Towers,Townhouse ,4 BR,155.5,3148686.0,4.0,3,Mortgage,Broker
DXB-101442,2026-07-31,Arabian Ranches,apartment,Studio,32.7,"AED 902,423",0.0,1,Sale,DLD
DXB-100885,2023-10-09,Palm Jumeirah,Apartment,3 BR,259.4,4346132.0,3.0,3,Sale,DLD
DXB-101244,2024-10-26,Dubai Hills Estate,apartment,Studio,132.3,3522631.0,0.0,2,Sale,Broker
DXB-100645,2025-01-15,Al Barsha,Penthouse,4 BR,149.4,3959941.0,4.0,2,Mortgage,Developer
DXB-101433,2025-08-14,Downtown Dubai,Apartment ,1 BR,140.7,3643411.0,,2,Sale,Broker
