Transaction_ID,Transaction_Date,Area,Property_Type,Property_Sub_Type,Property_Size_SqM,Transaction_Amount_AED,Rooms,Parking_Spaces,Transaction_Type,Source_Channel
dxb-100360,2026-08-14,mirdif,hotel apartment,studio,149.1,2036725.0,0.0,3,sale,dld
dxb-100177,2026-04-08,jlt,hotel apartment,1 br,125.1,2615843.0,1.0,2,mortgage,broker
dxb-100123,2023-09-13,international city,apartment,studio,86.2,930123.0,0.0,1,sale,dld
dxb-100124,2026-03-08,palm jumeirah,apartment,1 br,84.7,3061509.0,1.0,3,sale,dld
dxb-101390,2023-04-29,jumeirah village circle,hotel apartment,2 br,117.2,1686374.0,2.0,2,sale,dld
dxb-100887,2024-02-12,jvc,apartment,3 br,186.3,3069918.0,3.0,1,mortgage,developer
dxb-100971,2024-04-17,bur dubai,apartment,1 br,45.1,584631.0,1.0,1,sale,dld
dxb-100670,2024-06-13,jumeirah village circle,apartment,2 br,245.2,3325966.0,2.0,1,sale,broker
dxb-101020,2025-01-26,downtown dubai,penthouse,3 br,87.9,2458563.0,3.0,0,sale,dld
dxb-100988,2024-01-30,palm jumeirah,apartment,3 br,92.4,2096000.0,3.0,0,sale,dld
dxb-101031,2025-07-16,al barsha,villa,6 br,96.4,1358067.0,6.0,1,mortgage,developer
dxb-100654,2023-04-21,arabian ranches,penthouse,4 br,122.9,2926189.0,4.0,3,sale,dld
dxb-100668,2024-07-18,palm jumeirah,apartment,1 br,415.6,18872485.0,1.0,3,mortgage,broker
dxb-101077,2026-08-12,international city,apartment,3 br,134.1,1461134.0,3.0,0,sale,dld
dxb-101336,2026-07-09,jumeirah,apartment,3 br,99.4,2598490.0,3.0,0,sale,dld
dxb-100888,2023-03-29,jumeirah village circle,apartment,1 br,216.5,1879585.0,1.0,1,sale,dld
dxb-101290,2023-01-29,downtown dubai,apartment,2 br,57.1,2859543.0,2.0,3,sale,broker
dxb-101274,2023-04-17,dubai marina,apartment,1 br,179.2,4466165.0,1.0,2,sale,dld
dxb-100396,2023-04-03,palm jumeirah,townhouse,4 br,95.2,1708536.0,4.0,2,sale,dld
dxb-100763,2025-08-27,international city,apartment,1 br,74.8,753719.0,1.0,0,mortgage,developer
dxb-100195,2024-07-27,jumeirah village circle,apartment,3 br,73.7,854119.0,3.0,2,sale,broker
dxb-101176,2026-06-05,jumeirah lake towers,apartment,2 br,111.8,2361055.0,2.0,2,mortgage,developer
dxb-100870,2023-01-14,dubai marina,townhouse,4 br,129.8,3980005.0,4.0,1,sale,broker
dxb-100363,2023-05-29,deira,apartment,2 br,140.2,1783957.0,2.0,0,sale,dld
dxb-100671,2025-10-12,downtown dubai,villa,4 br,114.3,3700834.0,4.0,1,sale,developer
dxb-100257,2023-07-17,jumeirah village circle,apartment,studio,50.3,901684.0,0.0,2,sale,dld
dxb-100578,2026-04-22,bur dubai,penthouse,4 br,51.1,576086.0,4.0,2,sale,developer
dxb-100525,2023-07-22,business bay,apartment,studio,97.0,2313548.0,0.0,0,sale,dld
dxb-100541,2026-07-02,dubai silicon oasis,villa,3 br,53.5,708385.0,3.0,1,sale,dld
dxb-100447,2026-07-16,dubai silicon oasis,villa,5 br,124.5,1604439.0,5.0,1,sale,dld
dxb-100262,2023-04-16,jumeirah,apartment,studio,196.8,5406944.0,0.0,3,mortgage,dld
dxb-100597,2024-01-16,dubai silicon oasis,villa,4 br,259.5,4990993.0,4.0,1,sale,dld
dxb-101104,2024-05-11,downtown dubai,apartment,2 br,108.9,1359686.0,2.0,1,sale,developer
dxb-101054,2024-05-22,dubai marina,apartment,2 br,140.0,2595695.0,2.0,2,sale,developer
dxb-101005,2026-07-21,mirdif,apartment,3 br,114.1,1598217.0,3.0,1,sale,dld
dxb-101316,2024-09-11,mirdif,villa,4 br,246.2,3550275.0,4.0,1,mortgage,dld
dxb-100080,2024-09-24,palm jumeirah,villa,3 br,117.4,3555572.0,3.0,1,mortgage,dld
dxb-101198,2023-02-28,mirdif,apartment,2 br,72.1,1289351.0,2.0,1,sale,dld
dxb-101393,2024-09-14,downtown dubai,apartment,1 br,195.3,6763876.0,1.0,1,sale,dld
dxb-100916,2024-11-02,downtown dubai,apartment,1 br,70.4,1949512.0,1.0,0,sale,dld
dxb-100837,2026-02-09,dubai silicon oasis,hotel apartment,1 br,86.3,1471402.0,1.0,1,sale,dld
dxb-100917,2024-08-23,deira,apartment,studio,152.2,1529298.0,0.0,3,mortgage,dld
dxb-100065,2024-05-07,dubai silicon oasis,villa,4 br,172.6,2727047.0,4.0,0,mortgage,developer
dxb-101066,2024-02-12,deira,apartment,studio,55.2,521751.0,0.0,1,sale,dld
dxb-100666,2023-06-24,dubai silicon oasis,townhouse,4 br,237.0,2401014.0,4.0,0,mortgage,dld
dxb-101228,2025-02-27,dubai hills estate,hotel apartment,1 br,53.0,1475863.0,1.0,1,mortgage,developer
dxb-100058,2026-03-28,dubai hills estate,apartment,3 br,269.1,5062133.0,3.0,0,sale,dld
dxb-100401,2023-10-09,bur dubai,hotel apartment,1 br,113.4,894007.0,1.0,2,mortgage,broker
dxb-100088,2023-11-04,business bay,apartment,2 br,251.1,5611460.0,2.0,2,sale,dld
dxb-100053,2026-02-05,dubai hills estate,villa,5 br,123.4,4908614.0,5.0,2,mortgage,dld
dxb-100025,2024-04-11,international city,apartment,1 br,121.7,1031407.0,1.0,3,mortgage,dld
dxb-101468,2025-10-15,bur dubai,villa,3 br,85.1,1099675.0,3.0,3,sale,dld
dxb-100254,2024-10-21,business bay,apartment,studio,73.9,955920.0,0.0,3,mortgage,dld
dxb-101288,2026-01-29,jumeirah,apartment,2 br,148.2,4479021.0,2.0,1,sale,dld
dxb-101168,2024-07-15,al barsha,townhouse,4 br,120.8,2744290.0,4.0,3,sale,dld
dxb-101460,2025-10-18,downtown dubai,townhouse,2 br,66.2,2514772.0,2.0,0,mortgage,broker
dxb-100017,2023-05-09,business bay,apartment,studio,107.35,966547.0,0.0,1,mortgage,dld
dxb-100686,2025-04-02,downtown dubai,apartment,3 br,95.0,3083848.0,3.0,1,mortgage,broker
dxb-100703,2024-06-12,bur dubai,penthouse,4 br,95.1,1733871.0,4.0,3,sale,broker
dxb-100996,2024-04-24,dubai marina,villa,6 br,72.6,2952783.0,6.0,3,mortgage,dld
dxb-100978,2026-05-31,dubai silicon oasis,apartment,studio,416.7,7138251.0,0.0,2,mortgage,broker
dxb-101249,2023-11-10,dubai hills estate,hotel apartment,studio,50.4,1197129.0,0.0,0,mortgage,dld
dxb-101049,2023-01-24,palm jumeirah,apartment,3 br,90.3,2937792.0,3.0,0,sale,dld
dxb-101071,2023-12-10,jumeirah,villa,5 br,241.4,7125484.0,5.0,3,sale,dld
dxb-100412,2025-10-10,business bay,apartment,studio,96.8,2438664.0,0.0,1,sale,developer
dxb-100973,2023-06-08,business bay,hotel apartment,studio,45.7,616768.0,0.0,1,sale,broker
dxb-100096,2026-08-15,jvc,apartment,3 br,127.8,2436441.0,3.0,0,mortgage,dld
dxb-100957,2023-08-03,jumeirah,apartment,1 br,56.3,1987828.0,1.0,2,mortgage,dld
dxb-100070,2024-11-22,palm jumeirah,apartment,2 br,46.9,1822311.0,2.0,3,sale,dld
dxb-100481,2024-12-12,business bay,apartment,3 br,59.8,1608233.0,3.0,2,sale,dld
dxb-100881,2025-09-06,business bay,villa,6 br,206.8,4890346.0,6.0,1,mortgage,dld
dxb-101169,2024-03-21,arabian ranches,apartment,2 br,71.7,1793743.0,2.0,3,sale,broker
dxb-101408,2024-01-08,business bay,penthouse,4 br,203.8,5297110.0,4.0,2,sale,dld
dxb-100137,2025-03-30,al barsha,apartment,1 br,176.4,2784391.0,1.0,0,sale,dld
dxb-100249,2024-11-08,dubai hills estate,apartment,1 br,74.3,1524181.0,1.0,2,sale,dld
dxb-100970,2024-09-24,al barsha,apartment,2 br,96.8,1570103.0,2.0,2,mortgage,dld
dxb-101418,2023-04-25,arabian ranches,penthouse,4 br,58.5,2163461.0,4.0,2,sale,developer
dxb-100099,2024-03-01,jumeirah lake towers,hotel apartment,2 br,55.9,1652849.0,2.0,2,sale,developer
dxb-100776,2023-02-26,al barsha,villa,3 br,94.3,1170071.0,3.0,2,mortgage,dld
dxb-100294,2023-03-04,jumeirah village circle,townhouse,3 br,106.2,1151634.0,3.0,3,sale,developer
dxb-100625,2026-07-31,jumeirah,apartment,2 br,151.4,3884783.0,2.0,2,mortgage,dld
dxb-100223,2023-12-18,jumeirah,hotel apartment,studio,477.9,10185440.0,0.0,2,sale,dld
dxb-100154,2026-06-05,downtown dubai,apartment,studio,66.8,2563361.0,0.0,3,sale,dld
dxb-100502,2025-09-27,jumeirah lake towers,hotel apartment,1 br,146.8,2495867.0,1.0,1,mortgage,dld
dxb-100456,2024-03-29,jumeirah,hotel apartment,studio,83.0,2924938.0,0.0,0,sale,developer
dxb-101085,2023-11-24,Unknown,townhouse,4 br,92.2,1153001.0,4.0,3,sale,dld
dxb-100548,2026-05-05,jlt,townhouse,2 br,179.3,3732399.0,2.0,3,mortgage,broker
dxb-101078,2025-08-26,business bay,villa,4 br,126.6,3023026.0,4.0,0,sale,dld
dxb-100939,2026-02-06,al barsha,apartment,2 br,84.0,1338472.0,2.0,3,sale,dld
dxb-100657,2023-09-18,bur dubai,apartment,studio,107.0,1409435.0,0.0,3,sale,dld
dxb-101243,2023-06-14,dubai marina,apartment,1 br,137.8,1824798.0,1.0,1,mortgage,dld
dxb-101137,2025-04-21,business bay,apartment,1 br,97.4,2451966.0,1.0,3,sale,dld
dxb-100522,2025-01-21,deira,apartment,2 br,69.0,1224074.0,2.0,0,sale,broker
dxb-100167,2026-06-01,jlt,townhouse,2 br,62.9,1479990.0,2.0,1,mortgage,dld
dxb-100673,2024-08-04,dubai marina,villa,4 br,44.4,1404477.0,4.0,2,sale,dld
dxb-100780,2024-04-24,dubai marina,apartment,2 br,114.9,2302794.0,2.0,3,sale,broker
dxb-101310,2024-12-31,al barsha,apartment,2 br,72.7,1370207.0,2.0,1,sale,dld
dxb-100023,2023-11-20,jumeirah village circle,penthouse,4 br,147.3,2357894.0,4.0,2,sale,developer
dxb-100600,2024-04-29,Unknown,apartment,2 br,133.4,4265192.0,2.0,3,sale,dld
dxb-100199,2026-08-19,business bay,apartment,studio,113.1,1816487.0,0.0,0,sale,dld
dxb-100789,2024-06-21,jumeirah lake towers,villa,4 br,183.9,5349909.0,4.0,0,mortgage,dld
dxb-100245,2024-09-07,deira,penthouse,2 br,155.2,1875577.0,2.0,2,sale,dld
dxb-101153,2025-06-15,mirdif,apartment,1 br,70.1,780327.0,1.0,1,sale,dld
dxb-101164,2024-12-26,arabian ranches,apartment,2 br,172.4,3057069.0,2.0,3,sale,dld
dxb-101129,2023-02-01,palm jumeirah,hotel apartment,studio,107.35,2987984.0,0.0,1,sale,dld
dxb-100143,2024-03-12,dubai silicon oasis,villa,3 br,109.4,2203418.5,3.0,0,sale,dld
dxb-100419,2025-01-20,jumeirah lake towers,hotel apartment,1 br,173.1,5332772.0,1.0,2,sale,dld
dxb-100377,2024-08-29,Unknown,apartment,1 br,83.2,1096382.0,1.0,0,sale,broker
dxb-100697,2023-04-18,palm jumeirah,villa,6 br,164.0,4679837.0,6.0,1,mortgage,dld
dxb-100585,2025-01-11,business bay,villa,4 br,110.7,1850860.0,4.0,0,sale,broker
dxb-101181,2025-12-15,dubai hills estate,apartment,3 br,70.5,2043352.0,3.0,0,sale,dld
dxb-100950,2024-04-21,dubai hills estate,apartment,1 br,217.0,5773199.0,1.0,3,mortgage,developer
dxb-100822,2023-01-19,dubai silicon oasis,apartment,2 br,83.7,744232.0,2.0,2,mortgage,broker
dxb-100225,2025-04-14,jumeirah,hotel apartment,1 br,49.3,1133438.0,1.0,0,mortgage,dld
dxb-100857,2025-11-01,dubai marina,penthouse,4 br,84.6,2878290.0,4.0,2,sale,dld
dxb-100520,2023-12-22,deira,penthouse,4 br,163.5,1406189.0,4.0,0,sale,dld
dxb-100271,2025-10-01,palm jumeirah,apartment,3 br,139.2,5327897.0,3.0,0,sale,broker
dxb-101127,2024-05-31,downtown dubai,villa,3 br,125.8,5675820.0,3.0,0,sale,dld
dxb-100736,2026-02-15,dubai hills estate,apartment,2 br,118.5,4486185.0,2.0,1,sale,dld
dxb-100726,2023-11-24,downtown dubai,apartment,1 br,110.2,1447172.0,1.0,2,sale,broker
dxb-100436,2025-05-11,jumeirah lake towers,apartment,3 br,117.8,2279685.0,3.0,0,sale,dld
dxb-100643,2023-07-28,al barsha,apartment,2 br,132.5,2369424.0,2.0,3,mortgage,dld
dxb-100480,2023-03-30,jumeirah,apartment,3 br,90.3,1656433.0,3.0,3,sale,dld
dxb-100248,2023-03-11,jumeirah village circle,apartment,3 br,48.2,693799.0,3.0,3,mortgage,dld
dxb-100821,2023-12-07,dubai marina,villa,6 br,97.0,3002559.0,6.0,1,mortgage,broker
dxb-101256,2024-04-02,jumeirah lake towers,townhouse,2 br,353.2,5439025.0,2.0,2,sale,dld
dxb-100664,2024-09-02,al barsha,apartment,1 br,80.3,2052702.0,1.0,1,sale,dld
dxb-100305,2024-08-28,business bay,apartment,3 br,181.3,1941676.0,3.0,3,sale,dld
dxb-101133,2023-10-03,Unknown,villa,4 br,69.9,1738850.0,4.0,0,sale,dld
dxb-100847,2025-02-24,dubai hills estate,villa,4 br,135.1,2335201.0,4.0,2,mortgage,dld
dxb-100376,2025-08-22,al barsha,hotel apartment,1 br,86.1,1481624.0,1.0,2,mortgage,broker
dxb-100301,2024-10-12,business bay,apartment,2 br,84.2,1573729.0,2.0,3,mortgage,dld
dxb-101170,2025-08-16,dubai hills estate,apartment,1 br,304.2,8091473.0,1.0,1,sale,dld
dxb-100213,2025-12-22,mirdif,townhouse,3 br,174.1,2334337.0,3.0,2,sale,dld
dxb-101165,2025-11-21,arabian ranches,penthouse,3 br,139.8,4370935.0,3.0,2,sale,dld
dxb-101287,2024-08-24,Unknown,apartment,2 br,268.4,3259846.0,2.0,2,sale,broker
dxb-100362,2026-01-10,dubai marina,apartment,3 br,3500.0,85000000.0,3.0,0,sale,dld
dxb-101089,2025-12-18,mirdif,apartment,3 br,52.1,539149.0,3.0,1,sale,developer
dxb-101142,2024-02-06,jumeirah village circle,townhouse,4 br,69.9,1009189.0,4.0,2,sale,dld
dxb-100101,2023-11-25,downtown dubai,villa,6 br,112.45,6417414.0,6.0,0,mortgage,dld
dxb-100020,2024-11-28,dubai hills estate,townhouse,4 br,27.6,775716.0,4.0,1,sale,dld
dxb-100022,2023-05-27,dubai hills estate,hotel apartment,1 br,62.8,2665508.0,1.0,0,sale,dld
dxb-101008,2024-04-16,jumeirah village circle,villa,5 br,93.0,1002344.0,5.0,2,mortgage,broker
dxb-100685,2026-03-21,jvc,apartment,2 br,133.2,1539210.0,2.0,2,sale,dld
dxb-100542,2024-07-16,downtown dubai,townhouse,3 br,153.8,3806984.0,3.0,1,sale,dld
dxb-100236,2025-10-27,dubai hills estate,apartment,studio,57.2,1116485.0,0.0,3,sale,dld
dxb-100827,2026-08-20,dubai silicon oasis,apartment,studio,86.1,1261810.0,0.0,3,mortgage,dld
dxb-100799,2023-03-02,dubai marina,villa,6 br,525.8,11763030.0,6.0,0,sale,dld
dxb-100171,2025-01-22,mirdif,apartment,2 br,105.8,1331516.0,2.0,2,sale,dld
dxb-100472,2023-02-25,jumeirah,apartment,3 br,55.4,1829073.0,3.0,0,sale,dld
dxb-101258,2026-04-07,international city,apartment,2 br,172.8,1560297.0,2.0,1,sale,dld
dxb-100498,2024-05-16,downtown dubai,apartment,2 br,237.9,5125223.0,2.0,1,mortgage,dld
dxb-100738,2023-01-25,arabian ranches,apartment,3 br,146.9,3100026.0,3.0,1,sale,developer
dxb-100562,2024-07-17,palm jumeirah,townhouse,3 br,107.4,4637957.0,3.0,3,mortgage,dld
dxb-100769,2023-10-29,dubai hills estate,villa,5 br,73.1,1564905.0,5.0,2,sale,dld
dxb-100861,2026-06-16,international city,townhouse,4 br,93.1,520265.0,4.0,1,mortgage,dld
dxb-100906,2023-11-08,arabian ranches,apartment,2 br,100.2,2776511.0,2.0,1,mortgage,developer
dxb-101232,2023-09-15,international city,apartment,3 br,130.0,1256273.0,3.0,3,mortgage,broker
dxb-100994,2023-12-25,al barsha,hotel apartment,2 br,50.3,901811.0,2.0,3,sale,dld
dxb-100317,2024-04-16,dubai hills estate,villa,4 br,206.9,7034159.0,4.0,1,sale,dld
dxb-100637,2025-03-15,al barsha,villa,5 br,163.9,2688443.0,5.0,3,sale,broker
dxb-100367,2023-11-25,jumeirah lake towers,villa,4 br,148.8,3254594.0,4.0,2,sale,dld
dxb-100603,2026-03-18,international city,villa,4 br,184.1,2469612.0,4.0,1,sale,dld
dxb-100853,2025-02-14,dubai hills estate,hotel apartment,1 br,91.7,1838088.0,1.0,3,sale,dld
dxb-100299,2023-06-01,deira,villa,5 br,60.9,1278655.0,5.0,0,sale,dld
dxb-101215,2026-01-08,mirdif,apartment,1 br,103.1,804052.0,1.0,0,mortgage,broker
dxb-100048,2024-12-18,jumeirah village circle,villa,5 br,257.2,4109231.0,5.0,1,sale,developer
dxb-101414,2024-01-28,al barsha,apartment,2 br,31.8,701404.0,2.0,2,mortgage,dld
dxb-100259,2025-06-25,palm jumeirah,villa,5 br,114.65,4581034.0,5.0,1,sale,broker
dxb-100147,2025-09-08,deira,apartment,studio,85.1,907778.0,0.0,3,sale,broker
dxb-100134,2024-09-13,arabian ranches,villa,3 br,139.7,3625343.0,3.0,3,sale,developer
dxb-100756,2023-12-21,international city,apartment,studio,231.0,1689557.0,0.0,3,sale,broker
dxb-101351,2023-12-29,dubai silicon oasis,townhouse,3 br,118.5,1176732.0,3.0,2,mortgage,broker
dxb-100991,2024-12-13,jumeirah,townhouse,4 br,110.7,3453097.0,4.0,0,sale,developer
dxb-100378,2024-05-10,deira,apartment,2 br,157.0,1659325.0,2.0,3,mortgage,dld
dxb-100875,2025-10-04,international city,penthouse,4 br,104.1,1861204.0,4.0,0,sale,developer
dxb-100980,2025-08-19,palm jumeirah,hotel apartment,2 br,53.2,2293100.0,2.0,3,sale,dld
dxb-100193,2024-06-09,jumeirah village circle,townhouse,4 br,107.4,1369630.0,4.0,1,sale,developer
dxb-100407,2023-03-21,international city,townhouse,4 br,90.8,988102.0,4.0,3,mortgage,dld
dxb-101303,2024-01-04,dubai marina,apartment,3 br,123.0,3080403.0,3.0,1,sale,dld
dxb-100607,2024-09-11,arabian ranches,apartment,3 br,121.2,2621540.0,3.0,1,sale,dld
dxb-100030,2023-03-10,arabian ranches,townhouse,2 br,73.3,1406021.0,2.0,2,mortgage,dld
dxb-100003,2024-04-24,mirdif,villa,6 br,41.6,554454.0,6.0,3,sale,dld
dxb-100136,2023-12-22,dubai silicon oasis,hotel apartment,2 br,69.1,1075002.0,2.0,0,sale,dld
dxb-100580,2025-04-17,bur dubai,apartment,1 br,198.7,3450179.0,1.0,2,mortgage,dld
dxb-100482,2024-04-13,jumeirah,villa,3 br,114.0,3388221.0,3.0,2,sale,dld
dxb-100392,2025-04-05,jumeirah,villa,3 br,128.5,3118400.0,3.0,3,sale,dld
dxb-100115,2023-12-19,al barsha,penthouse,3 br,179.3,4055258.0,3.0,3,sale,dld
dxb-101074,2023-08-10,jumeirah lake towers,penthouse,4 br,142.4,2520326.0,4.0,1,sale,dld
dxb-101346,2023-05-31,dubai marina,apartment,studio,64.9,1241505.0,0.0,1,sale,dld
dxb-100806,2024-07-19,downtown dubai,villa,4 br,84.7,2591495.0,4.0,3,sale,dld
dxb-101431,2024-03-13,downtown dubai,villa,5 br,33.0,897991.0,5.0,1,sale,dld
dxb-101343,2024-12-05,business bay,villa,3 br,167.6,4106178.0,3.0,2,mortgage,broker
dxb-100077,2024-07-05,deira,villa,3 br,402.6,5061659.0,3.0,2,sale,developer
dxb-100278,2024-01-05,mirdif,penthouse,2 br,106.3,1599031.0,2.0,3,sale,broker
dxb-100972,2023-05-27,downtown dubai,apartment,3 br,422.2,15182888.0,3.0,0,mortgage,developer
dxb-100718,2025-05-11,arabian ranches,villa,3 br,126.6,3079229.0,3.0,0,sale,dld
dxb-100764,2025-12-18,palm jumeirah,hotel apartment,2 br,100.4,2484042.0,2.0,3,sale,dld
dxb-101275,2025-04-24,jumeirah,apartment,3 br,203.8,5349838.0,3.0,3,sale,dld
dxb-100696,2023-12-14,jumeirah lake towers,townhouse,4 br,155.5,3148686.0,4.0,3,mortgage,broker
dxb-101442,2026-07-31,arabian ranches,apartment,studio,32.7,902423.0,0.0,1,sale,dld
dxb-100885,2023-10-09,palm jumeirah,apartment,3 br,259.4,4346132.0,3.0,3,sale,dld
dxb-101244,2024-10-26,dubai hills estate,apartment,studio,132.3,3522631.0,0.0,2,sale,broker
dxb-100645,2025-01-15,al barsha,penthouse,4 br,149.4,3959941.0,4.0,2,mortgage,developer
dxb-101433,2025-08-14,downtown dubai,apartment,1 br,140.7,3643411.0,1.0,2,sale,broker
dxb-100081,2024-06-01,Unknown,apartment,3 br,189.2,2264163.0,3.0,2,mortgage,dld
dxb-100836,2024-03-11,jvc,townhouse,4 br,166.1,1987612.0,4.0,0,sale,developer
dxb-100016,2026-06-15,al barsha,villa,4 br,209.2,3903958.0,4.0,1,mortgage,dld
dxb-100202,2025-03-02,jumeirah,apartment,2 br,59.2,1044511.0,2.0,2,sale,dld
dxb-100959,2024-05-25,business bay,apartment,3 br,30.4,374600.0,3.0,1,sale,developer
dxb-101376,2025-06-02,jumeirah lake towers,villa,6 br,29.7,482367.0,6.0,1,sale,broker
dxb-100140,2024-06-15,al barsha,apartment,3 br,168.0,3019393.0,3.0,3,sale,developer
dxb-100778,2024-06-30,mirdif,townhouse,3 br,158.8,2560847.0,3.0,3,sale,dld
dxb-100912,2024-02-15,jvc,hotel apartment,1 br,30.5,385215.0,1.0,2,mortgage,dld
dxb-100788,2025-12-05,mirdif,townhouse,2 br,161.3,1109953.0,2.0,1,sale,dld
dxb-100679,2023-07-30,jumeirah,apartment,1 br,79.9,2018803.0,1.0,1,sale,dld
dxb-101026,2024-03-16,business bay,hotel apartment,1 br,69.7,1908512.0,1.0,2,sale,developer
dxb-100624,2026-05-16,deira,hotel apartment,studio,137.7,1570414.0,0.0,1,sale,dld
dxb-100162,2024-11-15,jumeirah village circle,apartment,studio,58.9,1006551.0,0.0,3,sale,broker
dxb-100113,2025-08-28,bur dubai,villa,5 br,143.6,659958.0,5.0,1,sale,broker
dxb-101128,2025-05-22,dubai silicon oasis,villa,4 br,197.3,4770509.0,4.0,3,sale,broker
dxb-101407,2025-08-25,jumeirah village circle,apartment,3 br,35.8,429455.0,3.0,0,mortgage,dld
dxb-100207,2024-07-30,deira,villa,5 br,99.1,1839920.0,5.0,3,sale,dld
dxb-100962,2025-07-25,international city,apartment,2 br,45.6,521498.0,2.0,3,sale,dld
dxb-100519,2024-05-22,bur dubai,townhouse,3 br,319.7,4029239.0,3.0,3,mortgage,dld
dxb-101266,2024-07-29,dubai hills estate,apartment,1 br,131.0,1713414.0,1.0,1,sale,dld
dxb-101292,2024-06-08,al barsha,villa,4 br,138.4,2704270.0,4.0,1,sale,dld
dxb-100043,2024-12-20,al barsha,apartment,2 br,71.4,1231198.0,2.0,1,mortgage,developer
dxb-100018,2025-07-08,dubai silicon oasis,townhouse,4 br,166.5,2125888.0,4.0,3,sale,dld
dxb-101484,2023-06-15,al barsha,villa,3 br,130.5,2514942.0,3.0,0,mortgage,dld
dxb-101284,2024-12-04,downtown dubai,hotel apartment,1 br,143.0,3810573.0,1.0,3,sale,broker
dxb-100454,2025-03-19,deira,apartment,1 br,83.5,1365954.0,1.0,3,sale,dld
dxb-100430,2026-04-21,business bay,hotel apartment,studio,66.0,1663022.0,0.0,0,sale,dld
dxb-100476,2023-07-06,dubai silicon oasis,apartment,2 br,107.5,1360166.0,2.0,1,mortgage,dld
dxb-101095,2024-07-26,dubai silicon oasis,apartment,1 br,100.2,1224677.0,1.0,3,sale,dld
dxb-101012,2025-03-28,arabian ranches,apartment,3 br,106.9,1900491.0,3.0,1,sale,dld
dxb-101090,2024-03-30,jumeirah,apartment,studio,47.1,1438804.0,0.0,0,sale,developer
dxb-100005,2023-04-02,dubai hills estate,hotel apartment,1 br,88.2,1505920.0,1.0,2,mortgage,dld
dxb-100528,2024-12-06,jvc,townhouse,4 br,50.6,862793.0,4.0,1,sale,dld
dxb-100420,2025-11-10,al barsha,villa,6 br,70.6,735898.0,6.0,0,sale,dld
dxb-101214,2023-02-22,arabian ranches,apartment,3 br,329.3,5608563.0,3.0,2,mortgage,dld
dxb-100369,2026-03-30,downtown dubai,penthouse,4 br,184.3,6916784.0,4.0,0,sale,dld
dxb-100272,2024-04-07,international city,apartment,studio,91.1,1031615.0,0.0,3,sale,broker
dxb-100102,2026-07-22,dubai marina,apartment,1 br,143.7,3529365.0,1.0,3,mortgage,broker
dxb-100275,2025-03-12,bur dubai,apartment,studio,192.8,1883918.0,0.0,1,mortgage,dld
dxb-100269,2023-02-13,mirdif,apartment,studio,92.9,658402.0,0.0,1,sale,dld
dxb-100353,2024-07-28,arabian ranches,villa,3 br,52.1,867404.0,3.0,2,sale,broker
dxb-100325,2026-01-27,jumeirah,villa,4 br,67.9,1482212.0,4.0,0,sale,broker
dxb-100758,2026-08-12,downtown dubai,apartment,2 br,104.9,3300889.0,2.0,3,sale,broker
dxb-100466,2023-02-17,dubai silicon oasis,villa,3 br,83.8,1109797.0,3.0,1,mortgage,dld
dxb-100046,2024-05-27,arabian ranches,apartment,2 br,389.5,9232026.0,2.0,1,sale,developer
dxb-101233,2026-04-09,business bay,villa,4 br,58.8,1510871.0,4.0,2,mortgage,dld
dxb-100651,2023-10-06,downtown dubai,penthouse,3 br,130.3,5779212.0,3.0,2,sale,dld
dxb-100397,2023-02-17,mirdif,apartment,2 br,111.1,966264.0,2.0,0,sale,dld
dxb-100050,2025-09-26,deira,apartment,studio,126.8,1568638.0,0.0,3,mortgage,dld
dxb-100408,2024-06-06,international city,apartment,3 br,167.4,1241794.0,3.0,3,mortgage,broker
dxb-101021,2023-01-05,dubai marina,townhouse,3 br,111.5,2156481.0,3.0,2,sale,developer
dxb-100539,2025-05-04,deira,townhouse,2 br,200.8,3076791.0,2.0,1,mortgage,dld
dxb-100004,2026-04-05,arabian ranches,apartment,studio,240.3,6252024.0,0.0,2,sale,dld
dxb-100516,2026-02-05,jumeirah village circle,apartment,studio,107.7,1831239.0,0.0,3,sale,developer
dxb-100960,2024-08-07,mirdif,apartment,3 br,61.5,631942.0,3.0,0,sale,developer
dxb-101378,2025-12-14,jumeirah village circle,villa,5 br,112.3,2024657.0,5.0,3,sale,dld
dxb-101371,2025-03-02,jvc,hotel apartment,1 br,110.6,1546698.0,1.0,2,mortgage,dld
dxb-100532,2023-05-05,dubai marina,apartment,1 br,342.1,7939398.0,1.0,2,sale,developer
dxb-100676,2024-11-27,dubai hills estate,hotel apartment,studio,107.6,3253638.0,0.0,0,mortgage,dld
dxb-100617,2023-08-21,Unknown,apartment,1 br,73.1,2616653.0,1.0,1,mortgage,dld
dxb-100878,2023-01-19,jumeirah village circle,villa,4 br,93.0,1113557.0,4.0,0,sale,broker
dxb-100659,2025-08-27,al barsha,apartment,3 br,296.1,3189635.0,3.0,2,sale,dld
dxb-100474,2026-04-02,jlt,apartment,3 br,275.6,3956014.0,3.0,0,sale,developer
dxb-101114,2025-05-18,jumeirah lake towers,hotel apartment,1 br,80.5,2048750.0,1.0,0,sale,developer
dxb-100722,2026-03-09,jumeirah,apartment,3 br,114.1,2619879.0,3.0,2,sale,dld
dxb-100358,2025-02-16,jumeirah village circle,apartment,1 br,128.1,399952.0,1.0,2,sale,broker
dxb-100725,2026-02-17,mirdif,apartment,1 br,66.8,730648.0,1.0,0,sale,dld
